step,loss,diffusion_timestep,used_memory,memory_dropped,prompt_dropped,image_condition_available,image_condition_used,image_condition_dropped,memory_condition_available,memory_condition_used,loss_no_bbox_x2,folder_name,sample_idx,video_id,group_index,core_clip_index,memory_clip_index,selected_bank_idx,selected_bank_percent,p_cur,p_fusion,fusion_alpha,fusion_quantile,fusion_max_inject_ratio,fusion_inject_ratio,fusion_sim1_mean,fusion_tau_sim,memory_bank_count,memory_bank_percents
0,0.08866950869560242,92.5,True,False,False,True,True,False,True,True,0.08866950869560242,Top001_group38_c1_m2,inline_dp0_1,Top001,38,1,2,3,0.12,0.0925000011920929,,,,,,,,1,"[0.85, 0.6, 0.35, 0.12]"
