step,loss,diffusion_timestep,used_memory,memory_dropped,prompt_dropped,image_condition_available,image_condition_used,image_condition_dropped,memory_condition_available,memory_condition_used,loss_no_bbox_x2,folder_name,sample_idx,video_id,group_index,core_clip_index,memory_clip_index,selected_bank_idx,selected_bank_percent,p_cur,p_fusion,fusion_alpha,fusion_quantile,fusion_max_inject_ratio,fusion_inject_ratio,fusion_sim1_mean,fusion_tau_sim,memory_bank_count,memory_bank_percents
0,0.04170389845967293,358.0,True,False,False,True,True,False,True,True,0.04170389845967293,Top001_group17_c2_m5,inline_dp0_1,Top001,17,2,5,2,0.35,0.3580000102519989,,,,,,,,1,"[0.85, 0.6, 0.35, 0.12]"
